,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2021-11-03 09:30:00-04:00,150.59800720214844,150.9510955810547,149.85000610351562,150.7100067138672,150.7100067138672,5682459
1,2021-11-03 09:45:00-04:00,150.75,150.89999389648438,150.44000244140625,150.72000122070312,150.72000122070312,2569474
2,2021-11-03 10:00:00-04:00,150.72999572753906,150.80819702148438,150.3623046875,150.5500030517578,150.5500030517578,1782482
3,2021-11-03 10:15:00-04:00,150.5449981689453,150.82000732421875,150.5,150.61500549316406,150.61500549316406,1499438
4,2021-11-03 10:30:00-04:00,150.6199951171875,150.63999938964844,150.27000427246094,150.3708038330078,150.3708038330078,1318991
5,2021-11-03 10:45:00-04:00,150.3708038330078,150.5,150.1103057861328,150.26840209960938,150.26840209960938,1581795
6,2021-11-03 11:00:00-04:00,150.26499938964844,150.52870178222656,150.16000366210938,150.5,150.5,1324402
7,2021-11-03 11:15:00-04:00,150.5,150.5500030517578,150.3000030517578,150.36000061035156,150.36000061035156,1125469
8,2021-11-03 11:30:00-04:00,150.35499572753906,150.52999877929688,150.27000427246094,150.52499389648438,150.52499389648438,857479
9,2021-11-03 11:45:00-04:00,150.52499389648438,150.5800018310547,150.4499969482422,150.51499938964844,150.51499938964844,861287
10,2021-11-03 12:00:00-04:00,150.50999450683594,150.60000610351562,150.42999267578125,150.531005859375,150.531005859375,871456
11,2021-11-03 12:15:00-04:00,150.53819274902344,150.6300048828125,150.52000427246094,150.55999755859375,150.55999755859375,990486
12,2021-11-03 12:30:00-04:00,150.57000732421875,150.6999969482422,150.52999877929688,150.66000366210938,150.66000366210938,796158
13,2021-11-03 12:45:00-04:00,150.65870666503906,150.69000244140625,150.35000610351562,150.37950134277344,150.37950134277344,758751
14,2021-11-03 13:00:00-04:00,150.3800048828125,150.39999389648438,150.22999572753906,150.31500244140625,150.31500244140625,800686
15,2021-11-03 13:15:00-04:00,150.3199005126953,150.3800048828125,150.24000549316406,150.32000732421875,150.32000732421875,612360
16,2021-11-03 13:30:00-04:00,150.3101043701172,150.4499969482422,150.30270385742188,150.38999938964844,150.38999938964844,617552
17,2021-11-03 13:45:00-04:00,150.39199829101562,150.39999389648438,150.19000244140625,150.36000061035156,150.36000061035156,1182477
18,2021-11-03 14:00:00-04:00,150.3699951171875,150.99000549316406,150.2100067138672,150.47999572753906,150.47999572753906,3324198
19,2021-11-03 14:15:00-04:00,150.5,150.8800048828125,150.41000366210938,150.84500122070312,150.84500122070312,1423376
20,2021-11-03 14:30:00-04:00,150.8498992919922,151.07000732421875,150.6199951171875,151.02099609375,151.02099609375,2051315
21,2021-11-03 14:45:00-04:00,151.0200958251953,151.41000366210938,151.0200958251953,151.22000122070312,151.22000122070312,2325553
22,2021-11-03 15:00:00-04:00,151.22000122070312,151.3300018310547,151.0399932861328,151.27000427246094,151.27000427246094,1877867
23,2021-11-03 15:15:00-04:00,151.27000427246094,151.4949951171875,151.2100067138672,151.49000549316406,151.49000549316406,1645314
24,2021-11-03 15:30:00-04:00,151.49000549316406,151.75999450683594,151.3699951171875,151.6999969482422,151.6999969482422,2279341
25,2021-11-03 15:45:00-04:00,151.69000244140625,151.97000122070312,151.41000366210938,151.47999572753906,151.47999572753906,4586729
26,2021-11-04 09:30:00-04:00,151.42999267578125,152.25,151.27999877929688,152.11000061035156,152.11000061035156,6464019
27,2021-11-04 09:45:00-04:00,152.19140625,152.4199981689453,152.0,152.0749969482422,152.0749969482422,3119130
28,2021-11-04 10:00:00-04:00,152.0800018310547,152.10000610351562,151.5500030517578,151.83999633789062,151.83999633789062,2665414
29,2021-11-04 10:15:00-04:00,151.84800720214844,151.99000549316406,151.65530395507812,151.74000549316406,151.74000549316406,2011855
30,2021-11-04 10:30:00-04:00,151.75,151.9600067138672,151.57000732421875,151.72000122070312,151.72000122070312,1937424
31,2021-11-04 10:45:00-04:00,151.72500610351562,151.99000549316406,151.60000610351562,151.9149932861328,151.9149932861328,1891018
32,2021-11-04 11:00:00-04:00,151.9199981689453,151.9499969482422,151.4499969482422,151.48410034179688,151.48410034179688,2348424
33,2021-11-04 11:15:00-04:00,151.47999572753906,151.47999572753906,150.83999633789062,151.10499572753906,151.10499572753906,2761695
34,2021-11-04 11:30:00-04:00,151.11000061035156,151.2698974609375,151.02000427246094,151.19000244140625,151.19000244140625,1980986
35,2021-11-04 11:45:00-04:00,151.19000244140625,151.42999267578125,151.17010498046875,151.3699951171875,151.3699951171875,1790792
36,2021-11-04 12:00:00-04:00,151.3699951171875,151.5850067138672,151.2899932861328,151.5749969482422,151.5749969482422,1196034
37,2021-11-04 12:15:00-04:00,151.57000732421875,151.6699981689453,151.22000122070312,151.32000732421875,151.32000732421875,1478512
38,2021-11-04 12:30:00-04:00,151.31500244140625,151.4199981689453,151.2100067138672,151.3000030517578,151.3000030517578,984317
39,2021-11-04 12:45:00-04:00,151.2899932861328,151.3350067138672,151.14500427246094,151.22000122070312,151.22000122070312,928342
40,2021-11-04 13:00:00-04:00,151.22000122070312,151.24000549316406,151.03500366210938,151.22999572753906,151.22999572753906,1542755
41,2021-11-04 13:15:00-04:00,151.23170471191406,151.27000427246094,151.02000427246094,151.22000122070312,151.22000122070312,1304002
42,2021-11-04 13:30:00-04:00,151.2100067138672,151.4600067138672,151.1699981689453,151.4499969482422,151.4499969482422,1161094
43,2021-11-04 13:45:00-04:00,151.4499969482422,151.57000732421875,151.38999938964844,151.5301055908203,151.5301055908203,1319594
44,2021-11-04 14:00:00-04:00,151.52999877929688,151.5500030517578,151.17999267578125,151.36000061035156,151.36000061035156,1376208
45,2021-11-04 14:15:00-04:00,151.36000061035156,151.3800048828125,151.1300048828125,151.13499450683594,151.13499450683594,1064817
46,2021-11-04 14:30:00-04:00,151.13499450683594,151.35000610351562,151.1199951171875,151.23680114746094,151.23680114746094,1055892
47,2021-11-04 14:45:00-04:00,151.22999572753906,151.36000061035156,151.15499877929688,151.17999267578125,151.17999267578125,1130871
48,2021-11-04 15:00:00-04:00,151.1750030517578,151.44000244140625,151.1300048828125,151.4123992919922,151.4123992919922,1383613
49,2021-11-04 15:15:00-04:00,151.41000366210938,151.49000549316406,151.3300018310547,151.44000244140625,151.44000244140625,1061252
50,2021-11-04 15:30:00-04:00,151.4499969482422,151.5399932861328,151.03500366210938,151.13999938964844,151.13999938964844,1688707
51,2021-11-04 15:45:00-04:00,151.14500427246094,151.44000244140625,150.63999938964844,150.9600067138672,150.9600067138672,4781554
52,2021-11-05 09:30:00-04:00,151.88999938964844,152.19000244140625,151.25999450683594,151.51429748535156,151.51429748535156,7862484
53,2021-11-05 09:45:00-04:00,151.52000427246094,151.73939514160156,151.2449951171875,151.64999389648438,151.64999389648438,2400040
54,2021-11-05 10:00:00-04:00,151.639892578125,151.77999877929688,151.30999755859375,151.55999755859375,151.55999755859375,2450670
55,2021-11-05 10:15:00-04:00,151.55999755859375,151.610107421875,151.1300048828125,151.22999572753906,151.22999572753906,2607431
56,2021-11-05 10:30:00-04:00,151.22000122070312,151.32000732421875,151.01499938964844,151.05499267578125,151.05499267578125,2520454
57,2021-11-05 10:45:00-04:00,151.05999755859375,151.1649932861328,150.80999755859375,151.13299560546875,151.13299560546875,3189099
